Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
51,Male,86.7,159.5,39.4,53.52569761074897
39,Female,63.0,134.0,86.7,151.11699589206364
48,Male,63.5,312.2,1.3,117.82072170535157
40,Male,76.6,203.7,61.4,362.8061378066108
36,Male,74.0,260.4,62.9,260.0843216850196
21,Female,83.9,145.2,57.5,287.05679442750136
41,Female,75.1,190.9,58.8,54.519087905386904
37,Female,95.9,227.6,60.5,88.66979194899666
56,Male,55.9,273.6,61.4,157.61266720781913
45,Female,85.1,169.9,43.4,91.4537823792786
56,Male,77.4,179.9,44.6,260.71871800790996
34,Male,58.2,160.4,22.8,55.612465755301024
36,Female,50.2,194.0,64.6,258.53600177336045
52,Female,61.5,149.0,76.0,294.00320638738873
49,Female,89.5,128.2,84.9,209.9230242006169
64,Male,88.1,212.9,33.6,253.16001852702087
63,Male,73.5,233.5,15.5,175.14129156925512
64,Female,70.7,143.0,57.5,143.55770415801487
63,Male,64.7,166.3,26.9,107.14635918549406
56,Female,72.8,195.0,61.4,149.2297424180332
52,Female,69.3,285.3,5.9,177.3205610952969
47,Female,95.5,58.4,71.7,56.621987104058306
34,Female,60.2,222.2,53.1,312.9704434216252
59,Female,79.7,234.0,11.6,149.14486529474036
64,Female,96.1,164.4,56.1,45.767158695996294
46,Male,84.3,182.5,51.9,157.96810529416715
23,Male,61.5,216.6,60.5,122.812507776243
34,Female,56.5,198.5,66.0,58.67864865505944
34,Female,78.3,285.0,1.7,256.86387494701336
31,Male,76.8,205.1,40.6,195.09987931491543
41,Male,89.8,243.1,48.2,323.7323089663455
54,Female,81.6,222.5,44.1,153.77062516086974
57,Female,69.2,234.7,43.0,201.56319637012837
56,Male,68.4,161.1,71.1,200.86578512937356
49,Female,59.3,210.1,15.4,105.57647896073968
53,Male,76.6,196.7,44.2,411.4203665275004
54,Female,58.1,164.2,45.8,203.09743369800586
31,Male,85.9,246.3,47.8,182.73789723630716
44,Female,82.1,99.2,30.5,207.15130721711074
36,Female,81.7,267.3,92.8,259.49437386813617
48,Female,59.1,89.1,69.6,194.91334556037822
63,Male,73.2,192.3,94.2,438.3015307584448
26,Female,70.3,247.1,62.8,96.56664155354514
55,Male,76.2,140.6,65.2,82.81230802673186
34,Male,81.3,221.2,49.9,163.05771471938283
36,Male,68.8,215.8,81.3,204.91020560371405
61,Male,69.3,216.3,61.3,451.46621686683005
21,Female,83.2,182.6,46.2,121.84229909742236
28,Female,61.4,176.7,86.9,207.23842576923838
39,Female,66.0,121.5,23.9,270.5591770703069
21,Male,75.1,194.8,35.4,265.65942159611484
34,Female,85.8,245.9,106.2,88.27198134699611
25,Male,63.4,177.2,63.4,30.178266056973442
63,Male,96.5,179.7,-2.7,369.10143610049806
51,Male,58.8,279.5,70.4,58.0095804310165
28,Female,93.6,191.8,29.5,97.45239617811748
48,Male,89.4,217.6,38.5,194.72159280627454
28,Female,57.8,226.8,101.0,242.06374881993068
55,Female,55.4,191.8,83.1,273.7896738065125
38,Female,83.6,234.1,90.0,148.41923323569634
63,Male,70.5,249.5,37.9,331.56942772936503
47,Female,62.9,245.2,44.2,296.8002489732962
27,Male,96.7,250.8,54.4,144.80079019765822
43,Male,60.7,95.9,67.4,142.446831489888
44,Male,66.3,141.4,43.2,296.1391865768076
25,Male,67.7,174.3,87.6,471.870310087071
56,Female,41.4,160.2,59.8,87.56027769194438
25,Female,76.1,164.0,79.8,0.0
25,Female,64.1,244.5,34.4,210.54544568892712
51,Female,84.7,205.3,41.6,243.6375178797952
33,Male,86.3,193.2,54.9,223.16228196575827
58,Male,77.8,188.7,40.8,508.1196214853664
30,Male,77.9,180.0,71.0,95.46428094606637
40,Male,77.0,187.9,71.4,96.78440982374902
29,Female,66.6,269.4,45.2,63.4246216212207
44,Female,67.6,111.8,63.2,150.40426310391072
39,Male,90.9,263.7,90.8,219.8956921998106
49,Male,83.8,314.7,70.9,98.76859429952138
44,Male,77.5,263.3,63.0,333.4944241046695
19,Male,82.2,150.5,75.9,218.30049568550461
62,Female,74.3,175.7,83.6,50.47962571744569
50,Male,77.2,251.7,80.4,267.07821108391084
43,Female,82.1,187.6,48.6,115.70559574232124
45,Female,50.1,174.7,68.0,136.1471901851393
36,Male,85.9,195.0,44.0,293.41035982677556
60,Male,85.0,143.9,48.9,320.543832580839
22,Female,65.6,193.5,59.6,214.2225586936237
50,Female,89.9,139.7,21.0,151.37972617335285
37,Male,48.4,236.1,57.4,78.70743579411507
47,Female,79.2,157.8,36.2,111.39536234052254
62,Male,75.5,202.6,26.3,201.1315955988788
25,Male,71.3,177.8,65.9,444.4621212001933
55,Female,75.2,219.1,44.8,81.4077812899817
34,Female,82.0,241.1,54.4,155.0168249681342
61,Male,53.3,214.3,45.3,36.43891331395378
18,Male,87.0,165.0,37.7,257.73538347160206
20,Female,70.1,171.8,52.4,158.0732821481537
63,Female,87.2,318.0,22.8,148.81281870374139
43,Female,82.7,247.4,48.1,227.1491762830823
48,Female,69.8,190.1,89.6,80.63308106021792
25,Male,74.0,171.3,26.0,361.726963807391
60,Male,74.8,128.1,78.5,94.90069025676785
63,Male,94.3,256.4,91.7,387.80792551202705
25,Female,61.3,164.5,34.3,0.0
52,Female,69.7,252.7,56.6,184.67899871746982
56,Male,56.0,241.4,24.0,308.976379386559
45,Female,76.5,267.6,21.0,92.99536960001295
21,Female,67.5,237.9,53.3,154.01118791666408
33,Female,69.0,189.5,58.2,91.08051607562349
30,Female,92.8,200.8,38.7,178.38038156142417
37,Female,65.1,201.2,27.4,184.6387129318598
22,Female,73.1,186.6,34.3,406.91929726253267
54,Male,69.5,118.8,67.8,14.675683570262333
37,Male,70.3,92.2,68.0,229.9881255366387
41,Male,108.3,237.9,62.9,131.13126531889787
53,Male,54.2,191.0,42.3,217.27010547690253
51,Female,82.7,248.0,28.5,136.44457451257242
62,Male,104.1,181.0,76.3,159.83481754175594
51,Male,87.9,199.9,82.8,139.0678367407637
36,Male,75.6,246.5,39.5,274.88129578941084
34,Male,60.9,277.8,46.8,140.8719103338282
22,Female,90.7,184.2,20.7,151.26738883180803
42,Female,86.2,150.0,60.7,148.16987366611167
35,Male,56.6,260.7,91.5,103.92900942933413
25,Male,71.2,185.6,68.9,316.22576669633605
44,Female,60.5,175.7,94.2,51.72499961532347
32,Female,40.7,180.0,42.2,203.4799925707686
62,Male,60.2,164.1,23.8,248.5560324425749
30,Female,76.3,238.7,80.1,129.75328162289762
33,Female,82.0,133.1,53.4,33.47583866418566
39,Male,71.1,205.1,32.1,200.16851499107716
37,Female,91.5,212.5,87.4,47.8417332720269
30,Male,87.4,170.1,37.9,184.56708237079795
37,Male,73.5,279.4,27.6,280.22172540259174
19,Female,72.0,244.9,62.0,128.5815936580202
52,Female,79.6,177.3,24.0,228.39178157286912
64,Female,74.8,194.7,70.4,169.3434205442468
36,Female,57.9,244.7,27.0,186.92759301515562
62,Female,71.5,204.0,55.0,219.2242982909498
54,Female,83.0,270.1,56.3,288.41567215981814
23,Male,90.8,228.3,55.3,27.92890704994647
31,Female,86.5,212.6,24.2,85.68393483252851
21,Male,79.0,212.2,46.1,194.96217387969278
39,Female,92.5,357.4,77.5,250.6618111373782
56,Female,80.1,149.1,46.0,174.69555740079437
53,Female,73.9,145.3,27.0,124.43168745306579
51,Female,92.7,187.9,41.1,259.21207046503736
44,Female,83.6,270.2,24.8,105.26818361007884
24,Male,90.6,76.8,6.4,157.47877306444016
20,Male,60.7,104.8,46.5,271.32469935380186
64,Male,64.7,180.0,52.0,538.7481094860684
50,Female,65.2,306.0,64.0,151.7128103612138
19,Female,77.2,201.3,59.3,88.83636258007385
59,Female,96.9,141.9,62.3,78.87707178913232
33,Male,61.3,241.1,49.2,137.91611507355978
42,Male,85.9,283.1,92.5,414.5712907248365
32,Female,60.6,168.1,33.2,113.23586432418546
41,Male,100.4,222.7,43.7,229.80484406407746
32,Female,55.8,207.8,83.2,149.08171353106843
48,Female,83.9,228.6,42.2,16.77412603092428
31,Male,85.6,177.1,47.8,164.2005538245294
31,Male,82.4,231.4,58.1,0.0
23,Male,64.5,241.9,73.3,228.13694554348064
31,Male,62.3,235.7,52.8,258.9388411180939
34,Female,90.3,118.9,32.3,53.89604132803053
35,Female,87.6,128.3,41.8,77.42366737345257
37,Male,87.4,165.5,60.8,23.744599096274737
34,Male,88.9,213.4,44.1,0.0
33,Male,56.6,228.0,40.7,0.0
57,Male,56.2,147.3,31.4,268.32583007068627
56,Female,66.9,216.2,73.9,98.7938341709156
49,Female,69.2,247.3,47.6,136.93563758418014
61,Female,68.0,233.4,47.7,318.0114674603902
26,Female,78.3,177.0,63.6,222.36066423954475
44,Female,88.4,181.6,22.8,169.8695753444394
63,Female,71.5,135.1,50.8,101.0265393882302
50,Female,65.2,287.0,80.1,335.747246458941
27,Male,84.8,223.7,48.7,360.13567589140825
34,Female,71.6,119.4,54.4,256.11750732169304
53,Male,76.3,261.3,53.9,185.6115269490065
34,Male,71.0,232.9,71.2,69.03864816052125
35,Male,79.1,259.7,54.0,385.5960004912849
40,Female,62.8,172.1,99.4,207.66526315502892
51,Female,83.7,179.0,54.6,133.61688588993377
25,Female,74.6,159.4,41.3,132.21351312992735
30,Female,65.8,305.9,80.2,29.799077736959877
40,Male,81.4,175.0,45.8,277.11286518230514
37,Female,65.8,152.2,38.0,177.91593101769556
39,Male,66.3,167.7,26.2,283.9225140847644
64,Female,60.6,183.7,59.6,251.73224233774658
40,Female,54.6,277.8,40.9,197.2908117975624
58,Male,81.4,213.8,34.5,89.2809997115963
52,Male,89.0,261.7,38.7,182.80916100006291
20,Male,69.6,214.3,42.7,242.39507750302596
51,Female,65.4,191.0,66.7,164.02370126881166
50,Female,53.3,147.9,59.7,0.0
63,Male,48.9,279.7,47.1,69.21124125582467
34,Female,83.7,249.5,61.2,176.10553430419856
62,Male,51.3,254.1,47.9,282.6509587919671
36,Female,61.3,246.3,54.1,341.9575947671182
47,Male,78.4,164.5,36.7,0.0
40,Male,76.1,213.3,36.8,324.07968439635016
32,Female,78.9,254.3,53.0,170.24566896288349
31,Male,75.1,247.2,53.1,62.68468462379582
19,Female,70.7,207.8,70.2,0.0
56,Female,61.3,298.7,60.0,251.8956502369041
35,Male,67.4,226.6,40.2,71.16213891476256
23,Male,71.5,266.1,24.4,25.88098246547988
49,Female,52.3,210.0,67.7,180.4298757053547
38,Female,65.6,181.4,56.6,124.48852014840698
57,Male,70.5,248.5,69.4,263.32365365074196
45,Male,66.7,236.7,59.2,253.34465721321467
44,Male,70.9,217.3,86.1,588.7589619038538
19,Female,83.0,157.7,45.7,193.7455229877995
50,Female,84.5,250.5,50.8,216.4132885344813
33,Female,93.1,160.3,65.8,64.82699867064213
56,Male,56.9,238.9,67.3,421.4202902392588
39,Male,70.0,145.2,56.5,133.1088650929619
60,Female,89.7,157.6,18.2,64.53609670541432
64,Female,54.1,214.6,14.6,108.23071165580996
30,Male,60.9,228.9,42.3,277.07367987291
19,Female,67.6,210.8,50.4,87.89620033528692
31,Male,99.5,173.6,12.6,78.74347973771714
55,Male,63.3,255.7,49.4,80.1288268161845
58,Male,88.0,206.9,63.0,213.970551263877
45,Female,74.7,209.7,48.8,167.42275965945106
24,Female,61.2,192.1,55.9,188.09102440877064
35,Male,108.6,163.9,61.8,0.0
58,Male,77.3,256.3,18.0,97.29996724818486
53,Female,79.5,167.9,63.1,254.3604483125089
58,Male,81.4,284.9,35.3,153.82850805993323
53,Female,80.5,158.8,45.2,146.3689428103821
61,Female,100.8,216.1,36.8,397.8946987420117
21,Female,96.4,203.5,71.5,0.0
47,Male,63.8,194.4,26.6,203.3548626143084
41,Male,99.2,234.1,77.6,329.3271157906443
37,Male,66.6,239.5,97.8,74.15740630222413
63,Male,78.9,226.8,19.0,175.54470919632158
48,Female,57.6,146.8,38.3,26.932436181061224
41,Male,87.4,141.4,62.2,263.02875425560296
24,Female,71.3,138.4,30.1,81.69827530261253
43,Male,61.2,187.8,44.6,142.63289753798463
30,Male,89.3,305.8,53.5,359.11017647704074
25,Male,92.2,197.5,35.7,272.1733635240021
22,Male,92.6,305.0,51.6,311.5288853803566
61,Male,56.7,198.3,69.0,483.260072874534
30,Female,93.9,208.0,48.4,149.63982377217187
46,Male,71.4,229.8,29.2,475.9159597489444
37,Male,99.6,185.4,73.3,238.39148144890822
31,Male,82.5,211.4,77.8,404.7904528120772
49,Male,78.0,114.9,57.4,213.72846995788723
44,Male,75.1,155.5,30.4,338.4538831760199
42,Female,74.8,115.9,32.4,96.6160265544687
21,Male,66.8,236.3,2.6,411.9031453217083
38,Female,62.2,131.8,38.2,266.864310893594
35,Male,70.6,270.6,71.3,180.07806923595464
56,Female,89.3,217.8,36.3,146.38881973079467
32,Male,58.2,248.0,30.9,73.45590223546463
55,Male,91.1,167.7,70.5,340.2452116612537
41,Female,76.7,143.8,73.0,232.45076595376642
25,Male,84.4,182.6,39.3,38.742242015819905
45,Female,85.0,253.2,60.2,399.1014874804551
38,Male,86.1,305.8,32.6,247.72558193571456
33,Female,75.3,225.4,43.1,129.16933328806488
33,Female,75.6,134.2,13.6,249.79781234375346
52,Female,85.7,151.4,57.2,100.17339048408209
34,Male,62.5,125.6,47.9,361.80893786249266
26,Female,60.7,193.5,36.6,33.78583045929746
52,Male,69.4,186.1,48.2,166.53773470381194
46,Female,78.5,193.2,45.7,126.85237739604419
56,Female,98.1,146.3,33.5,96.70319194507974
35,Female,75.6,141.3,58.0,70.98332892812047
29,Male,99.0,204.7,44.0,138.3135024053325
36,Male,81.2,224.2,47.3,117.68297012459695
39,Male,69.6,140.8,20.8,147.81356743219084
32,Female,88.8,223.7,47.5,306.76634884644005
18,Male,72.1,247.3,46.4,240.01202507052722
19,Male,78.0,83.5,33.5,175.0670455013744
25,Female,59.0,278.8,60.6,201.27090759216577
39,Female,56.9,235.1,7.8,151.92657009152987
42,Male,81.6,247.8,40.4,88.9064205715623
19,Male,88.2,149.0,56.2,0.0
26,Male,98.3,239.4,92.0,320.00339062128137
26,Female,65.3,245.1,22.7,0.0
30,Female,92.6,167.4,51.8,0.0
23,Female,90.8,239.0,61.0,185.6251818130161
47,Female,69.1,193.1,51.3,134.11356030634133
32,Female,91.7,169.1,25.4,249.70228723403966
32,Male,86.3,190.2,40.3,112.17255964837464
24,Male,88.7,208.4,1.2,335.69735498428116
28,Male,101.0,184.9,50.1,192.53087058868587
57,Female,88.2,160.4,21.7,168.13022763667274
55,Female,49.4,219.6,59.1,149.72111262642687
57,Male,78.9,228.0,36.9,291.7136948502595
19,Male,56.2,207.3,35.0,235.51967232462206
56,Male,76.8,119.1,53.3,261.76721406275493
27,Female,76.1,170.8,55.2,38.535653138494084
61,Female,68.0,157.8,67.4,143.186704896535
34,Female,62.7,286.6,44.8,169.11818148637076
24,Female,68.6,205.9,47.9,140.99203132417568
57,Female,71.0,186.0,22.3,117.91360316662607
56,Male,73.4,172.1,79.0,0.0
21,Male,76.3,193.8,31.3,450.8436138009649
52,Female,82.0,237.6,64.5,11.395580903104
64,Female,71.2,108.5,64.6,73.75500621708058
53,Male,90.4,211.5,58.0,86.81490913126812
48,Female,74.5,174.8,45.3,171.81652847583734
42,Female,86.1,221.5,42.7,152.61850249879876
58,Male,71.3,240.0,48.7,260.9406564467652
30,Female,107.9,165.2,11.9,193.27034131604032
35,Female,80.6,131.5,49.5,301.51571590667714
38,Male,94.6,184.8,79.7,149.6748233749515
18,Female,66.7,264.4,45.5,56.88591732539946
53,Female,69.6,241.8,49.3,118.13485967658457
25,Male,72.0,181.1,29.5,58.40965512301951
38,Male,104.7,168.3,53.7,159.5828309213146
60,Female,72.4,172.0,34.4,0.0
38,Male,65.1,135.1,67.0,88.16816135249
44,Male,90.6,239.2,72.8,0.0
36,Female,75.7,248.4,77.2,286.66073260482784
40,Male,72.4,180.6,21.1,233.41478974904328
60,Female,67.7,175.0,64.5,351.00318576050853
52,Male,80.9,165.1,62.9,386.09718597132144
57,Male,87.8,177.5,41.7,384.3826242644476
59,Female,84.5,163.2,73.9,149.30846700539368
22,Female,69.2,192.2,58.3,190.77603045803724
58,Female,63.1,239.3,77.5,58.74619533526281
25,Male,26.8,234.2,24.6,138.22598106849907
28,Female,63.7,158.1,35.7,164.11665442141663
33,Female,70.5,207.6,51.9,0.0
56,Male,74.3,232.3,73.5,128.83367327696567
64,Male,71.8,153.0,59.1,307.2873510829356
41,Male,108.6,207.1,31.0,148.02186886217635
38,Female,80.9,260.7,85.5,73.85624712892778
40,Male,60.1,187.8,44.1,160.2330740052299
55,Male,82.9,99.1,31.7,315.9072307410333
64,Female,79.7,74.1,34.5,170.0443432263532
25,Male,62.4,215.5,23.4,155.4956914727206
24,Male,78.5,205.3,5.1,183.95915877393313
19,Female,81.4,209.4,47.7,227.15781051405415
47,Male,87.3,224.5,18.9,347.8219055196295
30,Female,53.7,126.0,56.3,84.48356779991434
40,Female,82.8,159.7,69.7,146.78260073084235
46,Female,91.9,221.2,57.5,300.7378036707818
55,Female,97.7,236.8,50.9,165.82978502405655
54,Female,60.3,187.2,19.2,10.09102561497359
37,Male,73.2,128.4,66.9,83.42713191639255
50,Female,74.4,217.0,88.9,55.66680408147494
46,Female,83.1,202.6,78.2,93.14423017256745
32,Female,73.0,147.1,23.4,188.49807934314092
40,Female,66.4,100.8,48.4,275.28162984092086
59,Male,77.6,228.6,44.3,192.84180488047224
20,Male,70.9,169.1,42.0,320.28636556024907
54,Male,81.7,209.3,50.5,370.9799067562291
46,Female,65.3,207.5,93.3,280.47087790728403
62,Male,62.7,142.7,52.1,339.4385354011559
25,Male,90.8,220.9,41.1,94.00820127729659
39,Female,102.3,157.0,56.0,3.9221233648955227
46,Female,96.9,125.2,23.7,84.16631596853236
19,Male,74.1,118.8,35.7,242.67064329599222
58,Male,87.7,199.8,69.7,101.27806339477773
62,Male,66.8,279.7,53.8,0.0
18,Male,81.1,202.1,92.0,39.03197783635136
61,Female,68.0,289.2,55.4,423.0380622939928
37,Female,90.1,272.4,25.1,137.66199657473825
38,Female,88.5,225.8,18.3,335.3069183756571
54,Female,99.9,278.7,70.0,105.98193422280583
25,Female,72.2,273.1,29.2,207.82880383133647
44,Male,93.9,258.9,27.4,167.2145478512224
64,Female,81.1,105.8,39.7,162.67672138717907
52,Female,75.9,188.2,69.9,231.8093356247113
23,Male,79.0,165.3,42.6,133.63950315847939
62,Female,95.4,258.6,33.2,29.935445555574137
61,Male,73.4,184.6,74.3,91.26082925558723
36,Female,74.0,287.6,70.8,66.67600978156527
35,Female,50.2,205.1,83.3,145.63763912351226
18,Female,73.2,198.6,77.0,0.0
42,Male,78.2,181.1,71.2,236.1779486121006
44,Female,65.9,190.8,35.0,285.31271314571273
24,Male,62.9,213.4,63.2,139.09223184195466
61,Female,52.8,196.7,74.3,70.83308009563392
59,Female,68.0,176.8,87.1,378.2320848298014
46,Male,92.1,179.7,53.4,413.00698847545954
48,Male,57.2,291.1,40.2,287.4035433023575
61,Female,84.5,299.9,32.3,65.56007144664727
60,Male,85.6,176.5,69.6,303.7283809132786
53,Female,104.4,242.4,36.7,45.875249697572535
36,Female,87.5,158.6,52.1,14.280619966879721
23,Male,86.5,183.7,32.4,263.31987270940084
42,Male,79.4,145.6,46.8,137.97077730957224
48,Male,75.0,251.0,58.8,0.0
26,Female,85.2,224.2,55.4,201.41715823643077
37,Male,90.0,233.8,64.8,365.3312437502669
27,Female,77.0,244.4,22.5,197.54497170255323
54,Male,90.5,156.5,47.7,150.14671365588072
44,Male,109.6,183.8,40.6,0.0
30,Male,75.9,222.3,30.4,242.45110267362494
58,Male,76.2,182.7,35.0,125.62444170335434
19,Male,73.9,203.5,32.1,82.3321200360437
38,Female,76.6,160.0,57.0,0.0
50,Male,89.7,266.5,58.0,415.710251480735
41,Male,76.0,246.9,67.5,55.29175082379744
61,Female,77.3,261.9,56.6,0.0
59,Female,72.0,233.0,53.2,296.6373285251375
51,Female,80.9,145.3,51.6,141.5086319798677
26,Female,69.0,176.0,63.5,129.1969027577747
19,Male,60.3,164.9,7.9,249.5140550649981
47,Male,80.4,187.1,48.8,278.15633738379506
39,Female,98.8,252.9,56.3,143.00914270621004
63,Male,71.5,126.4,85.8,0.0
28,Female,62.5,170.8,27.8,0.0
60,Female,98.0,180.3,27.1,69.46103051311162
34,Male,75.5,134.3,4.6,132.6495664056943
53,Male,86.3,210.2,22.2,168.35874283511902
30,Female,66.3,182.9,47.0,162.4460056760137
24,Male,75.1,255.6,35.5,182.68154627963872
33,Female,91.8,186.2,35.1,86.56718206929031
50,Female,76.6,222.9,50.5,162.55984968068523
62,Female,76.7,205.7,61.6,217.48604601429736
18,Female,57.1,75.9,50.3,56.06021687055747
28,Male,84.4,128.2,50.5,16.59787540788658
23,Female,65.6,219.2,58.1,150.36634210584106
37,Female,88.4,216.9,13.3,101.61992713003048
52,Female,77.4,196.6,52.6,192.08548288789277
61,Male,78.5,266.5,48.5,75.25075443775629
54,Female,84.3,225.5,49.9,28.317797183379277
58,Female,79.5,278.5,38.3,77.43156940408481
43,Male,95.6,77.0,45.9,251.262784034817
29,Female,93.7,286.7,58.1,126.03237686811926
47,Female,60.4,169.6,82.2,139.58893902751947
45,Female,73.0,201.2,16.2,87.76188215987389
44,Female,85.0,259.3,61.4,209.02977656637998
59,Male,63.7,94.3,74.4,288.00146711244423
36,Male,56.2,187.3,24.6,0.0
22,Male,65.9,250.4,46.4,357.2418079135197
22,Female,73.6,169.1,55.5,169.75313016659553
58,Male,26.2,245.7,90.2,364.1357730323444
44,Male,61.6,233.8,93.5,128.14609181848368
45,Female,53.7,208.5,24.6,46.407714039434815
43,Male,88.8,229.9,44.0,181.98417625439615
44,Male,86.2,264.7,54.0,211.2960002457001
59,Male,78.3,230.1,61.1,377.0378219398165
38,Female,76.2,246.5,54.0,214.5586162778249
18,Female,81.5,155.9,31.0,174.21646789344004
45,Male,63.0,229.1,30.2,201.51075766606442
32,Male,90.0,224.5,19.2,216.1121125189719
34,Female,76.1,256.2,9.6,93.68040474611357
43,Female,86.0,142.1,18.7,200.60752922874357
37,Female,85.5,253.7,73.2,4.350098894202084
42,Female,81.4,156.0,64.2,149.89733398808406
30,Male,78.8,317.0,61.1,368.9912901814225
50,Female,77.9,155.6,45.5,31.114842468422474
42,Male,74.2,141.7,49.2,494.15601238502944
25,Female,80.8,185.5,44.6,45.93762204957892
22,Female,77.5,252.4,18.3,101.3474079994361
23,Female,69.2,217.8,63.0,274.45534698187845
40,Female,82.3,284.0,67.1,260.72382033307014
47,Male,78.4,185.0,27.0,277.3883165006046
31,Male,89.5,175.5,27.0,261.34622463057
40,Male,53.3,163.3,57.0,415.29694106190783
28,Female,75.4,173.7,56.9,12.88735392591988
48,Male,66.3,130.1,64.7,0.0
23,Female,68.8,167.6,78.3,0.0
28,Female,81.7,139.5,28.8,65.7623176572878
30,Male,57.8,235.9,48.4,101.65507137036252
29,Female,76.6,274.0,30.0,151.68456039074255
19,Female,75.4,211.1,31.4,275.751276660979
52,Male,62.4,166.3,41.4,361.04645607464477
53,Female,76.9,237.2,78.8,256.5556402565082
34,Female,65.9,198.0,72.1,45.307168841492654
45,Male,101.4,250.7,48.5,247.5008366666633
45,Male,89.4,152.7,6.9,98.64840050936934
39,Female,75.8,156.2,57.9,202.34101378382462
55,Male,69.8,236.3,57.4,196.23330796920752
24,Female,81.0,199.0,31.3,213.30651437810423
32,Male,84.2,246.3,66.6,541.6920837413472
49,Female,78.1,157.1,30.9,156.04012564082785
28,Male,62.8,221.7,66.6,48.9408231626955
41,Male,72.5,227.3,54.8,0.0
20,Female,75.9,123.1,20.8,60.858130117339705
47,Male,78.5,199.8,42.8,330.70501938230797
23,Male,78.8,99.2,52.9,255.66224436900987
19,Female,83.8,273.5,56.0,150.00054043441122
31,Male,91.1,134.1,70.7,228.31950978074934
58,Male,87.2,190.6,73.2,282.65738616484384
35,Male,82.1,199.8,45.2,0.0
61,Female,59.9,151.9,61.2,201.40536422149253
48,Male,89.2,292.5,82.2,247.6255941340066
30,Female,84.8,165.4,29.6,5.236382990628151
43,Female,71.9,186.5,37.8,148.8994568680715
61,Male,75.4,165.5,16.9,25.38173833333115
